user_id,name,age,education_level,field_of_study,experience_years,openness,conscientiousness,extraversion,agreeableness,neuroticism,technical_skill,data_reasoning_skill,communication_skill,problem_solving_skill,leadership_skill,creative_thinking_skill,interest_technology,interest_business,interest_creative,interest_health_social,interest_research_academic,preferred_work_style,preferred_environment,risk_tolerance,career_cluster
U00125,Sara Khan,18.0,Undergraduate,Business,,2.0,,3.0,3.0,,,3.0,,,1.0,4.0,61.0,56.0,41.0,37.0,58.0,individual,structured,,Entrepreneurship & Freelance
U00126,Daniel Brown,23.0,Graduate,Business,3 years,2.0,3.0,1.0,4.0,3.0,2.0,0.0,3.0,4.0,3.0,4.0,49.0,71.0,66.0,13.0,49.0,individual,flexible,medium,Entrepreneurship & Freelance
U00127,Sara Patel,22.0,Graduate,Economics,1 years,4.0,3.0,2.0,4.0,1.0,0.0,2.0,1.0,4.0,3.0,1.0,28.0,61.0,35.0,33.0,51.0,collaborative,structured,medium,Education & Social Impact
U00128,John Brown,26.0,High School,Engineering,1 years,3.0,5.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,44.0,75.0,45.0,34.0,48.0,individual,structured,low,Entrepreneurship & Freelance
U00129,Priya Das,29.0,Undergraduate,IT,5 years,4.0,3.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,53.0,59.0,43.0,46.0,56.0,collaborative,structured,medium,Entrepreneurship & Freelance
U00130,Joseph Miller,25.0,Graduate,Psychology,3 years,3.0,4.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,45.0,50.0,35.0,40.0,35.0,collaborative,structured,high,Healthcare & Life Sciences
U00131,Daniel Das,26.0,Undergraduate,Design,2 years,4.0,3.0,1.0,5.0,2.0,2.0,3.0,2.0,5.0,3.0,3.0,31.0,92.0,42.0,34.0,47.0,individual,flexible,high,Business & Management
U00132,Rohan Patel,18.0,High School,Computer Science,0 years,2.0,2.0,1.0,5.0,2.0,4.0,2.0,1.0,2.0,4.0,2.0,49.0,76.0,35.0,56.0,66.0,collaborative,flexible,low,Finance & Economics
U00133,Rahul Patel,22.0,Undergraduate,Engineering,0 years,3.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,90.0,21.0,25.0,17.0,35.0,collaborative,flexible,high,Technology & Engineering
U00134,Priya Sharma,23.0,Undergraduate,Psychology,0 years,3.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,5.0,4.0,1.0,43.0,58.0,33.0,52.0,68.0,collaborative,structured,high,Education & Social Impact
U00135,Neha Singh,20.0,Undergraduate,IT,1 years,5.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,2.0,1.0,60.0,80.0,29.0,56.0,39.0,collaborative,flexible,low,Finance & Economics
U00136,Rohan Iyer,25.0,High School,Design,0 years,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,5.0,4.0,1.0,41.0,34.0,87.0,44.0,41.0,individual,structured,medium,Design & Creative Media
U00137,Daniel Singh,21.0,High School,Design,1 years,3.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,52.0,84.0,27.0,53.0,58.0,individual,structured,medium,Business & Management
U00138,Daniel Nair,21.0,Undergraduate,Business,2 years,4.0,3.0,4.0,5.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,66.0,58.0,72.0,69.0,33.0,individual,flexible,low,Entrepreneurship & Freelance
U00139,Anika Patel,22.0,High School,Economics,2 years,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,77.0,47.0,38.0,48.0,59.0,individual,flexible,low,Technology & Engineering
U00140,Amit Wilson,23.0,Graduate,IT,1 years,2.0,3.0,5.0,5.0,1.0,1.0,3.0,3.0,4.0,2.0,2.0,48.0,80.0,17.0,36.0,32.0,individual,flexible,medium,Business & Management
U00141,Daniel Sharma,24.0,Undergraduate,Design,4 years,4.0,3.0,3.0,4.0,3.0,3.0,5.0,1.0,4.0,2.0,3.0,50.0,60.0,52.0,54.0,58.0,individual,flexible,medium,Entrepreneurship & Freelance
,Anika Iyer,20.0,Undergraduate,Psychology,2 years,3.0,2.0,2.0,3.0,,2.0,0.0,,5.0,5.0,1.0,16.0,68.0,48.0,26.0,53.0,individual,,high,Education & Social Impact
U00143,Rohan Brown,18.0,Graduate,Business,0 years,4.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,32.0,40.0,70.0,35.0,44.0,individual,structured,medium,Design & Creative Media
U00144,Rahul Brown,30.0,Undergraduate,Biology,0 years,5.0,4.0,3.0,5.0,3.0,2.0,1.0,4.0,5.0,2.0,1.0,37.0,36.0,34.0,58.0,38.0,collaborative,flexible,low,Healthcare & Life Sciences
U00145,Rahul Singh,23.0,Undergraduate,Engineering,2 years,4.0,1.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,58.0,58.0,32.0,53.0,64.0,individual,flexible,medium,Entrepreneurship & Freelance
U00146,Priya Sharma,25.0,Undergraduate,Psychology,0 years,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,74.0,69.0,46.0,61.0,55.0,collaborative,flexible,medium,Entrepreneurship & Freelance
U00147,Neha Sharma,22.0,High School,IT,1 years,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,42.0,71.0,33.0,23.0,33.0,individual,flexible,low,Business & Management
U00148,Amit Das,22.0,High School,Economics,0 years,4.0,4.0,2.0,5.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,40.0,38.0,36.0,48.0,30.0,individual,flexible,medium,Education & Social Impact
U00149,,25.0,Undergraduate,Biology,0 years,4.0,2.0,3.0,4.0,2.0,,3.0,2.0,2.0,1.0,3.0,44.0,,52.0,50.0,40.0,collaborative,structured,high,Entrepreneurship & Freelance
U00150,Neha Singh,23.0,High School,Economics,2 years,4.0,4.0,3.0,2.0,3.0,2.0,0.0,2.0,3.0,2.0,3.0,54.0,55.0,21.0,49.0,64.0,collaborative,structured,medium,Healthcare & Life Sciences
U00151,Priya Das,25.0,Graduate,Computer Science,3 years,5.0,5.0,3.0,5.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,26.0,48.0,13.0,49.0,58.0,collaborative,structured,low,Healthcare & Life Sciences
U00152,John Brown,22.0,Undergraduate,Computer Science,2 years,5.0,3.0,1.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,71.0,80.0,21.0,69.0,37.0,individual,structured,high,Finance & Economics
U00153,Amit Nair,22.0,High School,Design,2 years,5.0,4.0,3.0,4.0,3.0,2.0,0.0,2.0,4.0,1.0,3.0,32.0,67.0,60.0,33.0,42.0,collaborative,flexible,medium,Education & Social Impact
U00154,John Brown,23.0,Graduate,IT,1 years,4.0,3.0,1.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,59.0,69.0,28.0,36.0,33.0,individual,structured,low,Finance & Economics
U00155,Rohan Miller,23.0,Undergraduate,Psychology,0 years,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,56.0,57.0,42.0,33.0,47.0,collaborative,flexible,medium,Entrepreneurship & Freelance
U00156,Rahul Sharma,25.0,Undergraduate,Psychology,1 years,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,44.0,74.0,12.0,38.0,32.0,individual,flexible,high,Finance & Economics
U00157,Rahul Miller,26.0,High School,Design,1 years,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,1.0,2.0,43.0,49.0,30.0,39.0,70.0,collaborative,structured,low,Education & Social Impact
U00158,Sara Patel,27.0,Undergraduate,Biology,1 years,4.0,3.0,1.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0,5.0,43.0,82.0,24.0,62.0,27.0,collaborative,structured,low,Business & Management
U00159,Amit Patel,24.0,Undergraduate,Design,0 years,3.0,3.0,2.0,3.0,2.0,2.0,0.0,3.0,5.0,2.0,2.0,32.0,51.0,86.0,32.0,52.0,collaborative,structured,medium,Design & Creative Media
U00160,Priya Nair,20.0,Undergraduate,IT,2 years,4.0,3.0,2.0,3.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,50.0,55.0,48.0,44.0,42.0,collaborative,flexible,high,Entrepreneurship & Freelance
U00161,Priya Miller,18.0,High School,Psychology,0 years,3.0,4.0,1.0,3.0,2.0,3.0,1.0,3.0,4.0,0.0,3.0,37.0,45.0,100.0,8.0,70.0,individual,flexible,low,Design & Creative Media
U00162,Neha Brown,23.0,High School,Psychology,2 years,3.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,4.0,2.0,63.0,57.0,62.0,50.0,72.0,individual,structured,medium,Entrepreneurship & Freelance
U00163,Rohan Wilson,23.0,Undergraduate,Economics,2 years,4.0,5.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,49.0,53.0,30.0,26.0,59.0,individual,flexible,low,Healthcare & Life Sciences
U00164,Rohan Das,26.0,Graduate,Design,3 years,3.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,50.0,38.0,18.0,58.0,56.0,collaborative,flexible,high,Technology & Engineering
U00165,Amit Singh,25.0,High School,Business,3 years,3.0,5.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,57.0,68.0,49.0,12.0,49.0,collaborative,structured,low,Entrepreneurship & Freelance
U00166,Rohan Patel,18.0,Graduate,Engineering,0 years,2.0,5.0,3.0,4.0,4.0,1.0,2.0,3.0,4.0,4.0,3.0,42.0,28.0,25.0,38.0,46.0,collaborative,flexible,high,Healthcare & Life Sciences
U00167,Daniel Brown,20.0,Graduate,Economics,2 years,5.0,4.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,31.0,40.0,53.0,48.0,24.0,individual,flexible,low,Healthcare & Life Sciences
U00168,John Miller,25.0,Graduate,Computer Science,0 years,5.0,3.0,2.0,5.0,1.0,0.0,1.0,4.0,2.0,0.0,2.0,40.0,52.0,80.0,33.0,62.0,collaborative,structured,medium,Design & Creative Media
U00169,Anika Brown,18.0,Undergraduate,IT,0 years,4.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,36.0,30.0,82.0,49.0,47.0,individual,flexible,medium,Design & Creative Media
U00170,Anika Iyer,22.0,Graduate,Design,2 years,4.0,1.0,4.0,3.0,3.0,3.0,0.0,2.0,3.0,2.0,4.0,31.0,39.0,37.0,21.0,39.0,collaborative,flexible,high,Healthcare & Life Sciences
U00171,Neha Sharma,24.0,Undergraduate,IT,1 years,3.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,61.0,72.0,58.0,51.0,53.0,individual,structured,low,Business & Management
U00172,Neha Das,24.0,Graduate,Business,1 years,5.0,4.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,42.0,49.0,49.0,27.0,64.0,collaborative,flexible,medium,Education & Social Impact
U00173,Joseph Khan,27.0,High School,Economics,2 years,3.0,4.0,2.0,4.0,4.0,3.0,1.0,3.0,2.0,3.0,3.0,16.0,28.0,82.0,35.0,26.0,individual,flexible,low,Design & Creative Media
U00174,John Miller,25.0,Graduate,Business,2 years,3.0,3.0,4.0,5.0,,1.0,2.0,2.0,3.0,3.0,1.0,53.0,45.0,30.0,38.0,44.0,collaborative,structured,high,Healthcare & Life Sciences
U00175,Joseph Miller,18.0,Graduate,Psychology,0 years,4.0,4.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0,2.0,3.0,39.0,42.0,37.0,38.0,31.0,individual,structured,medium,Education & Social Impact
U00176,Joseph Patel,26.0,Graduate,IT,1 years,1.0,3.0,,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,33.0,33.0,17.0,34.0,47.0,collaborative,flexible,low,Healthcare & Life Sciences
U00177,Sara Brown,23.0,Undergraduate,Design,1 years,3.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,60.0,63.0,26.0,28.0,64.0,individual,structured,low,Finance & Economics
U00178,Rohan Das,20.0,Graduate,Computer Science,2 years,4.0,5.0,2.0,4.0,5.0,3.0,2.0,1.0,4.0,1.0,2.0,84.0,41.0,39.0,43.0,64.0,collaborative,structured,high,Technology & Engineering
U00179,Amit Khan,21.0,High School,Engineering,1 years,3.0,4.0,3.0,4.0,4.0,0.0,3.0,4.0,4.0,4.0,1.0,29.0,32.0,92.0,24.0,56.0,individual,flexible,medium,Design & Creative Media
U00180,Neha Khan,28.0,Undergraduate,Engineering,2 years,4.0,3.0,2.0,5.0,3.0,1.0,1.0,0.0,2.0,4.0,1.0,36.0,60.0,32.0,42.0,59.0,individual,structured,medium,Education & Social Impact
U00181,Sara Brown,24.0,Graduate,Engineering,4 years,2.0,5.0,2.0,4.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,70.0,68.0,56.0,26.0,34.0,collaborative,flexible,medium,Entrepreneurship & Freelance
U00182,Amit Singh,27.0,Graduate,Business,3 years,3.0,4.0,2.0,5.0,3.0,3.0,1.0,2.0,4.0,3.0,2.0,31.0,53.0,42.0,26.0,65.0,collaborative,structured,high,Healthcare & Life Sciences
U00183,Rahul Sharma,27.0,Graduate,IT,2 years,4.0,4.0,2.0,4.0,1.0,2.0,0.0,4.0,3.0,2.0,2.0,32.0,54.0,60.0,59.0,50.0,collaborative,structured,low,Design & Creative Media
U00184,Rahul Patel,20.0,Undergraduate,IT,0 years,5.0,3.0,1.0,5.0,3.0,2.0,3.0,1.0,5.0,4.0,3.0,58.0,92.0,29.0,22.0,51.0,individual,flexible,medium,Finance & Economics
U00185,Priya Das,30.0,Undergraduate,Design,0 years,3.0,4.0,2.0,3.0,4.0,5.0,4.0,2.0,2.0,3.0,4.0,84.0,39.0,29.0,23.0,57.0,collaborative,structured,medium,Technology & Engineering
U00186,Rohan Brown,,High School,Business,0 years,,4.0,,2.0,1.0,2.0,3.0,4.0,,,1.0,57.0,70.0,56.0,35.0,68.0,,flexible,medium,Business & Management
U00187,Neha Iyer,26.0,Graduate,Computer Science,1 years,3.0,3.0,3.0,4.0,2.0,1.0,2.0,0.0,4.0,2.0,1.0,18.0,32.0,31.0,29.0,74.0,individual,structured,medium,Education & Social Impact
U00188,Rahul Khan,22.0,Graduate,Psychology,2 years,4.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,3.0,37.0,100.0,51.0,43.0,60.0,individual,flexible,low,Business & Management
U00189,Sara Wilson,27.0,Graduate,Engineering,1 years,3.0,4.0,3.0,4.0,1.0,2.0,2.0,2.0,5.0,1.0,3.0,69.0,97.0,25.0,47.0,53.0,individual,structured,medium,Finance & Economics
U00190,Rahul Khan,24.0,High School,Business,1 years,4.0,1.0,3.0,4.0,2.0,4.0,1.0,2.0,5.0,2.0,2.0,38.0,53.0,37.0,20.0,37.0,collaborative,flexible,low,Healthcare & Life Sciences
U00191,Daniel Wilson,22.0,High School,IT,1 years,4.0,4.0,1.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,39.0,67.0,43.0,48.0,25.0,collaborative,structured,high,Healthcare & Life Sciences
U00192,Rahul Das,20.0,High School,Psychology,2 years,4.0,3.0,3.0,5.0,3.0,0.0,1.0,2.0,3.0,2.0,2.0,27.0,43.0,29.0,0.0,75.0,collaborative,structured,high,Healthcare & Life Sciences
U00193,John Nair,27.0,Undergraduate,IT,1 years,4.0,2.0,4.0,5.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,32.0,39.0,84.0,40.0,29.0,collaborative,structured,high,Design & Creative Media
,Daniel Brown,21.0,High School,Computer Science,0 years,4.0,1.0,4.0,5.0,2.0,0.0,1.0,2.0,2.0,,4.0,41.0,40.0,29.0,35.0,41.0,collaborative,,high,Education & Social Impact
U00195,Neha Iyer,25.0,Graduate,Business,1 years,4.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,31.0,83.0,39.0,47.0,36.0,individual,structured,high,Business & Management
U00196,Anika Miller,27.0,High School,Computer Science,1 years,5.0,2.0,3.0,4.0,2.0,3.0,4.0,0.0,4.0,0.0,2.0,76.0,59.0,43.0,,76.0,individual,structured,medium,Entrepreneurship & Freelance
U00197,Rahul Iyer,18.0,Undergraduate,Computer Science,0 years,5.0,5.0,2.0,2.0,5.0,4.0,3.0,2.0,3.0,2.0,3.0,69.0,83.0,19.0,60.0,49.0,individual,flexible,medium,Finance & Economics
,Joseph Miller,,High School,Economics,3 years,2.0,3.0,2.0,2.0,3.0,5.0,,2.0,,3.0,2.0,47.0,67.0,47.0,7.0,62.0,collaborative,flexible,high,Entrepreneurship & Freelance
U00199,Priya Brown,26.0,High School,Engineering,2 years,4.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,28.0,31.0,74.0,71.0,64.0,collaborative,flexible,high,Design & Creative Media
U00200,Priya Sharma,29.0,Undergraduate,Business,0 years,4.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,5.0,1.0,4.0,66.0,65.0,40.0,45.0,41.0,collaborative,flexible,low,Finance & Economics
U00201,John Miller,21.0,Undergraduate,Psychology,1 years,5.0,4.0,3.0,3.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,83.0,46.0,42.0,25.0,40.0,individual,flexible,medium,Technology & Engineering
U00202,Joseph Khan,,Undergraduate,,2 years,,,1.0,4.0,4.0,1.0,1.0,3.0,,2.0,3.0,,37.0,92.0,46.0,49.0,individual,structured,high,Design & Creative Media
U00203,Rahul Patel,22.0,High School,Business,2 years,3.0,4.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,3.0,30.0,54.0,50.0,46.0,32.0,collaborative,structured,low,Education & Social Impact
U00204,Joseph Brown,24.0,Undergraduate,Computer Science,2 years,4.0,1.0,3.0,5.0,2.0,3.0,4.0,3.0,5.0,1.0,3.0,85.0,38.0,38.0,55.0,58.0,individual,flexible,medium,Technology & Engineering
U00205,Rohan Khan,20.0,High School,Economics,2 years,3.0,4.0,3.0,3.0,4.0,2.0,1.0,2.0,4.0,4.0,3.0,46.0,99.0,32.0,59.0,42.0,collaborative,flexible,high,Finance & Economics
,Rohan Nair,25.0,Graduate,Business,2 years,5.0,,3.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,2.0,46.0,73.0,33.0,32.0,65.0,collaborative,flexible,high,Finance & Economics
U00207,John Iyer,25.0,High School,Biology,2 years,2.0,2.0,3.0,1.0,4.0,3.0,5.0,5.0,3.0,2.0,3.0,97.0,23.0,17.0,30.0,53.0,collaborative,structured,low,Technology & Engineering
U00208,Neha Patel,25.0,Graduate,Engineering,3 years,2.0,1.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,31.0,72.0,45.0,44.0,47.0,individual,flexible,high,Business & Management
U00209,Rahul Das,21.0,Undergraduate,Biology,1 years,1.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,75.0,77.0,29.0,44.0,44.0,individual,structured,medium,Finance & Economics
U00210,Sara Patel,21.0,High School,Engineering,2 years,4.0,4.0,2.0,5.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,44.0,26.0,22.0,8.0,43.0,individual,flexible,high,Healthcare & Life Sciences
U00211,Rahul Patel,23.0,Graduate,IT,1 years,2.0,2.0,3.0,3.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,37.0,45.0,31.0,37.0,48.0,individual,flexible,medium,Healthcare & Life Sciences
U00212,Rahul Wilson,21.0,Undergraduate,IT,0 years,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,39.0,,45.0,21.0,18.0,individual,flexible,high,Education & Social Impact
U00213,,22.0,High School,,1 years,3.0,2.0,2.0,,,4.0,,4.0,2.0,3.0,4.0,84.0,37.0,29.0,,23.0,individual,,high,Technology & Engineering
U00214,Rohan Das,21.0,High School,Biology,1 years,5.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,5.0,3.0,4.0,55.0,63.0,40.0,32.0,52.0,individual,structured,medium,Entrepreneurship & Freelance
U00215,Rahul Miller,27.0,High School,Biology,0 years,3.0,3.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,27.0,53.0,61.0,42.0,59.0,individual,flexible,low,Education & Social Impact
U00216,Rahul Sharma,19.0,Graduate,Business,1 years,2.0,2.0,2.0,5.0,3.0,2.0,0.0,2.0,4.0,3.0,1.0,26.0,49.0,50.0,7.0,42.0,individual,structured,high,Education & Social Impact
U00217,Daniel Brown,24.0,Graduate,Computer Science,2 years,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,38.0,61.0,25.0,64.0,40.0,individual,structured,low,Healthcare & Life Sciences
U00218,John Singh,27.0,Graduate,Psychology,0 years,4.0,3.0,1.0,4.0,4.0,1.0,0.0,2.0,3.0,3.0,3.0,34.0,68.0,47.0,34.0,20.0,individual,flexible,high,Education & Social Impact
U00219,John Iyer,23.0,High School,Psychology,1 years,,4.0,,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,26.0,41.0,27.0,45.0,63.0,,flexible,,Healthcare & Life Sciences
U00220,Neha Wilson,22.0,Undergraduate,Engineering,0 years,3.0,4.0,3.0,4.0,2.0,0.0,2.0,2.0,5.0,3.0,2.0,28.0,49.0,42.0,56.0,47.0,individual,flexible,high,Education & Social Impact
U00221,Joseph Brown,21.0,Undergraduate,Business,3 years,4.0,4.0,2.0,4.0,3.0,1.0,5.0,4.0,3.0,1.0,3.0,45.0,83.0,41.0,47.0,66.0,collaborative,structured,medium,Business & Management
U00222,John Iyer,25.0,High School,Business,0 years,5.0,5.0,5.0,2.0,3.0,0.0,3.0,2.0,5.0,2.0,1.0,40.0,60.0,47.0,9.0,45.0,individual,structured,medium,Business & Management
U00223,Priya Singh,18.0,High School,Economics,0 years,5.0,4.0,2.0,3.0,3.0,2.0,0.0,3.0,1.0,2.0,2.0,41.0,40.0,70.0,25.0,47.0,collaborative,structured,low,Design & Creative Media
U00224,Neha Iyer,23.0,Undergraduate,Engineering,1 years,3.0,4.0,2.0,3.0,5.0,0.0,0.0,3.0,3.0,2.0,2.0,32.0,55.0,93.0,52.0,23.0,individual,structured,medium,Design & Creative Media
U00225,Sara Singh,20.0,Graduate,Economics,0 years,3.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,35.0,52.0,63.0,38.0,50.0,individual,structured,medium,Healthcare & Life Sciences
U00226,Neha Miller,21.0,Graduate,Computer Science,2 years,4.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,2.0,38.0,30.0,78.0,42.0,49.0,individual,flexible,low,Design & Creative Media
U00227,Priya Brown,20.0,High School,Psychology,2 years,4.0,3.0,1.0,3.0,2.0,3.0,2.0,0.0,3.0,2.0,3.0,48.0,91.0,10.0,59.0,41.0,individual,structured,medium,Finance & Economics
U00228,Priya Das,26.0,Undergraduate,Biology,2 years,5.0,3.0,1.0,5.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,40.0,29.0,27.0,60.0,58.0,individual,structured,low,Healthcare & Life Sciences
U00229,Joseph Das,23.0,Undergraduate,Business,2 years,3.0,5.0,2.0,4.0,4.0,1.0,3.0,1.0,5.0,2.0,2.0,16.0,35.0,74.0,30.0,42.0,individual,flexible,high,Design & Creative Media
U00230,Amit Brown,26.0,Undergraduate,Engineering,2 years,4.0,2.0,2.0,5.0,2.0,5.0,3.0,3.0,5.0,4.0,2.0,76.0,39.0,38.0,53.0,45.0,individual,structured,medium,Technology & Engineering
U00231,Priya Khan,25.0,Graduate,Biology,3 years,4.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,32.0,54.0,32.0,47.0,37.0,collaborative,flexible,high,Healthcare & Life Sciences
U00232,Anika Brown,22.0,Undergraduate,IT,2 years,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,1.0,38.0,40.0,25.0,37.0,52.0,collaborative,flexible,high,Healthcare & Life Sciences
U00233,Anika Khan,23.0,Undergraduate,Biology,2 years,5.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,59.0,68.0,57.0,59.0,8.0,individual,structured,high,Entrepreneurship & Freelance
U00234,Daniel Wilson,18.0,High School,Design,0 years,5.0,2.0,1.0,4.0,3.0,0.0,1.0,2.0,4.0,2.0,3.0,6.0,31.0,73.0,36.0,36.0,individual,structured,low,Design & Creative Media
U00235,Priya Patel,26.0,Undergraduate,Design,0 years,4.0,4.0,4.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,1.0,85.0,58.0,39.0,44.0,45.0,collaborative,flexible,high,Technology & Engineering
U00236,Amit Das,19.0,High School,Economics,1 years,3.0,4.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,3.0,2.0,41.0,50.0,29.0,42.0,77.0,collaborative,flexible,medium,Education & Social Impact
U00237,Rahul Brown,25.0,Graduate,Economics,1 years,5.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,42.0,87.0,37.0,39.0,52.0,collaborative,flexible,low,Business & Management
U00238,John Singh,24.0,Undergraduate,Biology,0 years,2.0,4.0,2.0,3.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,48.0,100.0,24.0,57.0,59.0,individual,flexible,medium,Business & Management
U00239,John Miller,21.0,High School,Psychology,2 years,3.0,4.0,4.0,4.0,3.0,1.0,0.0,2.0,5.0,1.0,1.0,36.0,30.0,77.0,33.0,24.0,collaborative,flexible,low,Design & Creative Media
U00240,Rohan Brown,21.0,Undergraduate,Biology,2 years,2.0,2.0,2.0,4.0,2.0,2.0,3.0,,4.0,3.0,2.0,65.0,63.0,41.0,42.0,39.0,collaborative,structured,low,Finance & Economics
U00241,Rahul Miller,23.0,High School,IT,1 years,5.0,2.0,2.0,5.0,2.0,3.0,4.0,2.0,4.0,1.0,3.0,61.0,69.0,48.0,15.0,52.0,individual,structured,low,Entrepreneurship & Freelance
U00242,Sara Singh,18.0,High School,IT,0 years,4.0,4.0,4.0,5.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,35.0,47.0,28.0,46.0,55.0,collaborative,flexible,high,Education & Social Impact
U00243,Amit Nair,24.0,,Business,1 years,4.0,4.0,3.0,3.0,3.0,,1.0,5.0,3.0,3.0,2.0,37.0,22.0,,,47.0,,flexible,medium,Design & Creative Media
U00244,John Brown,26.0,Undergraduate,Computer Science,2 years,1.0,5.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,20.0,51.0,50.0,47.0,57.0,individual,structured,high,Education & Social Impact
U00245,Anika Patel,24.0,Undergraduate,Business,1 years,4.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,2.0,43.0,48.0,41.0,48.0,58.0,individual,flexible,medium,Education & Social Impact
U00246,John Nair,21.0,High School,Biology,1 years,2.0,1.0,3.0,4.0,3.0,1.0,2.0,0.0,5.0,1.0,4.0,54.0,70.0,28.0,45.0,32.0,individual,flexible,medium,Business & Management
U00247,Rahul Das,24.0,Undergraduate,Business,1 years,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,37.0,45.0,91.0,10.0,33.0,collaborative,flexible,low,Design & Creative Media
U00248,Amit Iyer,21.0,Graduate,Biology,2 years,4.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,66.0,76.0,73.0,52.0,62.0,individual,structured,high,Entrepreneurship & Freelance
